"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"7969","13","59234","34","Gareth Bale","Tottenham Hotspur","Sheffield United","1","67","Saved","N/A","left footed shot","outside the box","N/A","close"
"7970","14","59234","34","Oliver Norwood","Sheffield United","Tottenham Hotspur","-1","65","Saved","Oliver Burke","right footed shot","the box","the centre","close"
"7971","15","59234","34","Gareth Bale","Tottenham Hotspur","Sheffield United","1","55","Saved","Serge Aurier","left footed shot","outside the box","N/A","close"
"7972","16","59234","34","Dele Alli","Tottenham Hotspur","Sheffield United","1","45+2","Saved","N/A","right footed shot","outside the box","N/A","close"
"7973","17","59234","34","Son Heung-Min","Tottenham Hotspur","Sheffield United","1","16","Saved","Serge Aurier","left footed shot","outside the box","N/A","close"
"7974","18","59234","34","Dele Alli","Tottenham Hotspur","Sheffield United","1","14","Saved","Toby Alderweireld","header","outside the box","N/A","close"
"7975","19","59234","34","Sergio Reguilon","Tottenham Hotspur","Sheffield United","1","90+3","Miss","Harry Kane","left footed shot","the box","the centre","close"
"7976","20","59234","34","Harry Kane","Tottenham Hotspur","Sheffield United","1","90+1","Miss","N/A","header","the six yard box","the left","not close"
"7977","21","59234","34","Enda Stevens","Sheffield United","Tottenham Hotspur","-1","82","Miss","Chris Basham","header","the box","the centre","not close"
"7978","22","59234","34","Giovani Lo Celso","Tottenham Hotspur","Sheffield United","1","45","Miss","Son Heung-Min","left footed shot","outside the box","N/A","not close"
"7979","23","59234","34","Harry Kane","Tottenham Hotspur","Sheffield United","1","41","Miss","N/A","right footed shot","outside the box","N/A","not close"
"7980","24","59234","34","Rhian Brewster","Sheffield United","Tottenham Hotspur","-1","31","Miss","George Baldock","left footed shot","outside the box","N/A","not close"
"7981","25","59234","34","Harry Kane","Tottenham Hotspur","Sheffield United","1","26","Miss","Sergio Reguilon","left footed shot","the box","the centre","not close"
"7982","26","59234","34","Gareth Bale","Tottenham Hotspur","Sheffield United","1","12","Miss","Harry Kane","left footed shot","the box","the right","not close"
"7983","27","59234","34","David McGoldrick","Sheffield United","Tottenham Hotspur","-1","7","Miss","N/A","left footed shot","outside the box","N/A","not close"
"7984","0","59183","32","Son Heung-Min","Tottenham Hotspur","Southampton","1","90","Goal","N/A","right footed shot","penalty","N/A","close"
"7985","1","59183","32","Gareth Bale","Tottenham Hotspur","Southampton","1","60","Goal","N/A","left footed shot","a difficult angle","the right","close"
"7986","2","59183","32","Danny Ings","Southampton","Tottenham Hotspur","-1","30","Goal","James Ward-Prowse","header","the box","the centre","close"
"7987","3","59183","32","Lucas Moura","Tottenham Hotspur","Southampton","1","60","Blocked","Son Heung-Min","right footed shot","the box","the centre","not close"
"7988","4","59183","32","Son Heung-Min","Tottenham Hotspur","Southampton","1","51","Blocked","Gareth Bale","right footed shot","the box","the centre","not close"
"7989","5","59183","32","Eric Dier","Tottenham Hotspur","Southampton","1","40","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"7990","6","59183","32","Theo Walcott","Southampton","Tottenham Hotspur","-1","37","Blocked","Stuart Armstrong","right footed shot","outside the box","N/A","not close"
"7991","7","59183","32","Nathan Tella","Southampton","Tottenham Hotspur","-1","19","Blocked","Che Adams","right footed shot","outside the box","N/A","not close"
"7992","8","59183","32","Giovani Lo Celso","Tottenham Hotspur","Southampton","1","16","Blocked","Gareth Bale","left footed shot","the box","the right","not close"
"7993","9","59183","32","Danny Ings","Southampton","Tottenham Hotspur","-1","56","Saved","N/A","right footed shot","outside the box","N/A","close"
"7994","10","59183","32","Gareth Bale","Tottenham Hotspur","Southampton","1","54","Saved","Lucas Moura","left footed shot","outside the box","N/A","close"
"7995","11","59183","32","Kyle Walker-Peters","Southampton","Tottenham Hotspur","-1","13","Saved","N/A","right footed shot","the box","the centre","close"
"7996","12","59183","32","Che Adams","Southampton","Tottenham Hotspur","-1","2","Saved","N/A","right footed shot","the six yard box","the left","close"
"7997","13","59183","32","Mohammed Salisu","Southampton","Tottenham Hotspur","-1","2","Saved","Nathan Tella","header","the box","the centre","close"
"7998","14","59183","32","Gareth Bale","Tottenham Hotspur","Southampton","1","70","Miss","N/A","left footed shot","outside the box","N/A","not close"
"7999","15","59183","32","Lucas Moura","Tottenham Hotspur","Southampton","1","45+1","Miss","N/A","right footed shot","the box","the centre","not close"
"8000","16","59183","32","Toby Alderweireld","Tottenham Hotspur","Southampton","1","45","Miss","Gareth Bale","header","the box","the centre","not close"
"8001","17","59183","32","Nathan Tella","Southampton","Tottenham Hotspur","-1","38","Miss","N/A","right footed shot","the box","the centre","not close"
"8002","18","59183","32","Stuart Armstrong","Southampton","Tottenham Hotspur","-1","19","Miss","Danny Ings","left footed shot","outside the box","N/A","not close"
"8003","19","59183","32","Lucas Moura","Tottenham Hotspur","Southampton","1","12","Miss","Giovani Lo Celso","right footed shot","outside the box","N/A","not close"
"8004","20","59183","32","Giovani Lo Celso","Tottenham Hotspur","Southampton","1","10","Miss","N/A","left footed shot","the box","the right","close"
"8005","21","59183","32","Kyle Walker-Peters","Southampton","Tottenham Hotspur","-1","8","Miss","N/A","left footed shot","outside the box","N/A","not close"
"8006","0","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","36","Goal","Jamie Vardy","left footed shot","the box","the centre","close"
"8007","1","59211","32","Jonny Evans","Leicester City","West Bromwich Albion","2","26","Goal","N/A","header","very close range","N/A","close"
"8008","2","59211","32","Jamie Vardy","Leicester City","West Bromwich Albion","2","23","Goal","Timothy Castagne","right footed shot","the box","the centre","close"
"8009","3","59211","32","Timothy Castagne","Leicester City","West Bromwich Albion","2","29","Woodwork","James Maddison","right footed shot","outside the box","N/A","close"
"8010","4","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","86","Blocked","Marc Albrighton","left footed shot","outside the box","N/A","not close"
"8011","5","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","53","Blocked","James Maddison","left footed shot","the box","the centre","not close"
"8012","6","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","45","Blocked","Jamie Vardy","left footed shot","outside the box","N/A","not close"
"8013","7","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","33","Blocked","Timothy Castagne","left footed shot","outside the box","N/A","not close"
"8014","8","59211","32","Jamie Vardy","Leicester City","West Bromwich Albion","2","25","Blocked","Youri Tielemans","right footed shot","the box","the centre","not close"
"8015","9","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","81","Saved","N/A","left footed shot","outside the box","N/A","close"
"8016","10","59211","32","Matt Phillips","West Bromwich Albion","Leicester City","-2","45+2","Saved","Matheus Pereira","left footed shot","outside the box","N/A","close"
"8017","11","59211","32","James Maddison","Leicester City","West Bromwich Albion","2","33","Saved","Timothy Castagne","left footed shot","outside the box","N/A","close"
"8018","12","59211","32","Jamie Vardy","Leicester City","West Bromwich Albion","2","29","Saved","James Maddison","right footed shot","the box","the left","close"
"8019","13","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","3","Saved","Luke Thomas","left footed shot","the box","the right","close"
"8020","14","59211","32","Semi Ajayi","West Bromwich Albion","Leicester City","-2","84","Miss","Matt Phillips","an attempt","very close range","N/A","close"
"8021","15","59211","32","Okay Yokuslu","West Bromwich Albion","Leicester City","-2","77","Miss","Matt Phillips","header","the box","the centre","not close"
"8022","16","59211","32","Jamie Vardy","Leicester City","West Bromwich Albion","2","72","Miss","Jonny Evans","right footed shot","long range","the left","not close"
"8023","17","59211","32","Youri Tielemans","Leicester City","West Bromwich Albion","2","52","Miss","James Maddison","right footed shot","outside the box","N/A","not close"
"8024","18","59211","32","Kelechi Iheanacho","Leicester City","West Bromwich Albion","2","42","Miss","Timothy Castagne","right footed shot","the box","the centre","not close"
"8025","19","59211","32","Ainsley Maitland-Niles","West Bromwich Albion","Leicester City","-2","40","Miss","N/A","left footed shot","outside the box","N/A","not close"
"8026","20","59211","32","James Maddison","Leicester City","West Bromwich Albion","2","3","Miss","Timothy Castagne","right footed shot","outside the box","N/A","not close"
"8027","0","59257","37","Alex Oxlade-Chamberlain","Liverpool","Burnley","2","88","Goal","Andrew Robertson","left footed shot","the box","the left","close"
"8028","1","59257","37","Nathaniel Phillips","Liverpool","Burnley","2","52","Goal","Sadio Mane","header","the box","the centre","close"
"8029","2","59257","37","Roberto Firmino","Liverpool","Burnley","2","43","Goal","Andrew Robertson","right footed shot","the box","the centre","close"
"8030","3","59257","37","Sadio Mane","Liverpool","Burnley","2","86","Blocked","Trent Alexander-Arnold","left footed shot","outside the box","N/A","not close"
"8031","4","59257","37","Fabinho","Liverpool","Burnley","2","70","Blocked","Roberto Firmino","right footed shot","outside the box","N/A","not close"
"8032","5","59257","37","Ben Mee","Burnley","Liverpool","-2","69","Blocked","Dwight McNeil","header","the six yard box","the left","not close"
"8033","6","59257","37","Chris Wood","Burnley","Liverpool","-2","65","Blocked","Johann Gudmundsson","header","the box","the centre","not close"
"8034","7","59257","37","Thiago","Liverpool","Burnley","2","54","Blocked","Sadio Mane","right footed shot","outside the box","N/A","not close"
"8035","8","59257","37","Trent Alexander-Arnold","Liverpool","Burnley","2","40","Blocked","N/A","right footed shot","the box","the right","not close"
"8036","9","59257","37","Sadio Mane","Liverpool","Burnley","2","40","Blocked","Mohamed Salah","right footed shot","the box","the centre","not close"
"8037","10","59257","37","Josh Brownhill","Burnley","Liverpool","-2","38","Blocked","Will Norris","right footed shot","the box","the right","not close"
"8038","11","59257","37","Andrew Robertson","Liverpool","Burnley","2","15","Blocked","Georginio Wijnaldum","left footed shot","the box","the left","not close"
"8039","12","59257","37","Matthew Lowton","Burnley","Liverpool","-2","9","Blocked","Chris Wood","right footed shot","outside the box","N/A","not close"
"8040","13","59257","37","Trent Alexander-Arnold","Liverpool","Burnley","2","3","Blocked","Roberto Firmino","right footed shot","outside the box","N/A","not close"
"8041","14","59257","37","Mohamed Salah","Liverpool","Burnley","2","2","Blocked","Andrew Robertson","left footed shot","the box","the left","not close"
"8042","15","59257","37","Josh Brownhill","Burnley","Liverpool","-2","64","Saved","Chris Wood","right footed shot","outside the box","N/A","close"
"8043","16","59257","37","Chris Wood","Burnley","Liverpool","-2","46","Saved","Josh Brownhill","right footed shot","the box","the left","close"
"8044","17","59257","37","Dwight McNeil","Burnley","Liverpool","-2","39","Saved","Ashley Westwood","left footed shot","outside the box","N/A","close"
"8045","18","59257","37","Ben Mee","Burnley","Liverpool","-2","73","Miss","Dwight McNeil","header","the six yard box","the left","not close"
"8046","19","59257","37","Mohamed Salah","Liverpool","Burnley","2","65","Miss","Roberto Firmino","left footed shot","the box","the centre","not close"
"8047","20","59257","37","Mohamed Salah","Liverpool","Burnley","2","50","Miss","Sadio Mane","left footed shot","the box","the right","close"
"8048","21","59257","37","Nathaniel Phillips","Liverpool","Burnley","2","41","Miss","Rhys Williams","right footed shot","the box","the centre","not close"
"8049","22","59257","37","Nathaniel Phillips","Liverpool","Burnley","2","41","Miss","Trent Alexander-Arnold","header","the box","the centre","not close"
"8050","23","59257","37","Matthew Lowton","Burnley","Liverpool","-2","39","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8051","24","59257","37","Trent Alexander-Arnold","Liverpool","Burnley","2","37","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8052","25","59257","37","Mohamed Salah","Liverpool","Burnley","2","30","Miss","Andrew Robertson","left footed shot","the box","the centre","not close"
"8053","26","59257","37","Thiago","Liverpool","Burnley","2","29","Miss","Mohamed Salah","right footed shot","the box","the centre","close"
"8054","27","59257","37","Chris Wood","Burnley","Liverpool","-2","26","Miss","Matthew Lowton","right footed shot","the box","the centre","close"
"8055","28","59257","37","Roberto Firmino","Liverpool","Burnley","2","16","Miss","Sadio Mane","right footed shot","the box","the centre","not close"
"8056","29","59257","37","Sadio Mane","Liverpool","Burnley","2","3","Miss","N/A","left footed shot","very close range","N/A","close"
"8057","0","59258","37","Kelechi Iheanacho","Leicester City","Chelsea","0","76","Goal","Wilfred Ndidi","left footed shot","the box","the centre","close"
"8058","1","59258","37","Jorginho","Chelsea","Leicester City","0","67","Goal","N/A","right footed shot","penalty","N/A","close"
"8059","2","59258","37","Antonio Rudiger","Chelsea","Leicester City","0","47","Goal","N/A","left footed shot","very close range","N/A","close"
"8060","3","59258","37","Thiago Silva","Chelsea","Leicester City","0","86","Blocked","Reece James","header","very close range","N/A","not close"
"8061","4","59258","37","Thiago Silva","Chelsea","Leicester City","0","79","Blocked","N/A","header","the box","the centre","not close"
"8062","5","59258","37","Jamie Vardy","Leicester City","Chelsea","0","69","Blocked","Youri Tielemans","header","the box","the centre","not close"
"8063","6","59258","37","Timo Werner","Chelsea","Leicester City","0","39","Blocked","Cesar Azpilicueta","right footed shot","the box","the centre","not close"
"8064","7","59258","37","Reece James","Chelsea","Leicester City","0","34","Blocked","Jorginho","right footed shot","outside the box","N/A","not close"
"8065","8","59258","37","Timo Werner","Chelsea","Leicester City","0","33","Blocked","Jorginho","right footed shot","the box","the right","not close"
"8066","9","59258","37","Christian Pulisic","Chelsea","Leicester City","0","9","Blocked","N'Golo Kante","right footed shot","the box","the centre","not close"
"8067","10","59258","37","Kelechi Iheanacho","Leicester City","Chelsea","0","81","Saved","Ricardo Pereira","left footed shot","outside the box","N/A","close"
"8068","11","59258","37","Ayoze Perez","Leicester City","Chelsea","0","71","Saved","Kelechi Iheanacho","right footed shot","outside the box","N/A","close"
"8069","12","59258","37","Timo Werner","Chelsea","Leicester City","0","64","Saved","Mateo Kovacic","left footed shot","the box","the left","close"
"8070","13","59258","37","Christian Pulisic","Chelsea","Leicester City","0","43","Saved","Mason Mount","right footed shot","the six yard box","the right","close"
"8071","14","59258","37","Mason Mount","Chelsea","Leicester City","0","28","Saved","N/A","right footed shot","the box","the left","close"
"8072","15","59258","37","N'Golo Kante","Chelsea","Leicester City","0","9","Saved","Christian Pulisic","right footed shot","the box","the right","close"
"8073","16","59258","37","Ayoze Perez","Leicester City","Chelsea","0","90","Miss","Ricardo Pereira","right footed shot","the box","the centre","not close"
"8074","17","59258","37","Timo Werner","Chelsea","Leicester City","0","79","Miss","N/A","right footed shot","the box","the left","not close"
"8075","18","59258","37","Kelechi Iheanacho","Leicester City","Chelsea","0","76","Miss","N/A","left footed shot","outside the box","N/A","close"
"8076","19","59258","37","Mason Mount","Chelsea","Leicester City","0","37","Miss","Cesar Azpilicueta","right footed shot","the box","the right","not close"
"8077","20","59258","37","Thiago Silva","Chelsea","Leicester City","0","29","Miss","Ben Chilwell","header","very close range","N/A","close"
"8078","21","59258","37","Jamie Vardy","Leicester City","Chelsea","0","25","Miss","N/A","left footed shot","the box","the centre","not close"
"8079","22","59258","37","Reece James","Chelsea","Leicester City","0","6","Miss","Mason Mount","right footed shot","outside the box","N/A","not close"
"8080","23","59258","37","Ben Chilwell","Chelsea","Leicester City","0","4","Miss","Timo Werner","left footed shot","the box","the left","not close"
"8081","0","59259","37","Nicolas Pepe","Arsenal","Crystal Palace","1","90+5","Goal","N/A","left footed shot","the box","the centre","close"
"8082","1","59259","37","Gabriel Martinelli","Arsenal","Crystal Palace","1","90+1","Goal","Martin Ødegaard","right footed shot","very close range","N/A","close"
"8083","2","59259","37","Christian Benteke","Crystal Palace","Arsenal","-1","62","Goal","Andros Townsend","header","the box","the centre","close"
"8084","3","59259","37","Nicolas Pepe","Arsenal","Crystal Palace","1","35","Goal","Kieran Tierney","right footed shot","the box","the centre","close"
"8085","4","59259","37","Wilfried Zaha","Crystal Palace","Arsenal","-1","75","Blocked","James McCarthy","left footed shot","the box","the centre","not close"
"8086","5","59259","37","Thomas Partey","Arsenal","Crystal Palace","1","21","Blocked","Calum Chambers","right footed shot","outside the box","N/A","not close"
"8087","6","59259","37","Pierre-Emerick Aubameyang","Arsenal","Crystal Palace","1","16","Blocked","Bukayo Saka","right footed shot","outside the box","N/A","not close"
"8088","7","59259","37","Wilfried Zaha","Crystal Palace","Arsenal","-1","6","Blocked","Gary Cahill","left footed shot","the box","the left","not close"
"8089","8","59259","37","Andros Townsend","Crystal Palace","Arsenal","-1","86","Saved","Jeffrey Schlupp","right footed shot","outside the box","N/A","close"
"8090","9","59259","37","Jordan Ayew","Crystal Palace","Arsenal","-1","83","Saved","James Tomkins","header","very close range","N/A","close"
"8091","10","59259","37","Christian Benteke","Crystal Palace","Arsenal","-1","70","Saved","Wilfried Zaha","left footed shot","the six yard box","the left","close"
"8092","11","59259","37","Jeffrey Schlupp","Crystal Palace","Arsenal","-1","32","Saved","Christian Benteke","left footed shot","outside the box","N/A","close"
"8093","12","59259","37","James Tomkins","Crystal Palace","Arsenal","-1","23","Saved","Andros Townsend","header","the box","the centre","close"
"8094","13","59259","37","Pierre-Emerick Aubameyang","Arsenal","Crystal Palace","1","83","Miss","Calum Chambers","right footed shot","very close range","N/A","close"
"8095","14","59259","37","Andros Townsend","Crystal Palace","Arsenal","-1","65","Miss","Wilfried Zaha","left footed shot","outside the box","N/A","not close"
"8096","15","59259","37","Christian Benteke","Crystal Palace","Arsenal","-1","46","Miss","Andros Townsend","header","the box","the centre","not close"
"8097","16","59259","37","Christian Benteke","Crystal Palace","Arsenal","-1","30","Miss","Andros Townsend","header","the box","the centre","not close"
"8098","17","59259","37","Gary Cahill","Crystal Palace","Arsenal","-1","7","Miss","James McCarthy","header","the box","the centre","close"
"8099","0","59260","37","Richarlison","Everton","Wolverhampton Wanderers","0","48","Goal","Gylfi Sigurdsson","header","the box","the centre","close"
"8100","1","59260","37","Gylfi Sigurdsson","Everton","Wolverhampton Wanderers","0","81","Blocked","Lucas Digne","right footed shot","outside the box","N/A","not close"
"8101","2","59260","37","Fabio Silva","Wolverhampton Wanderers","Everton","0","79","Blocked","Joao Moutinho","header","the box","the centre","not close"
"8102","3","59260","37","Gylfi Sigurdsson","Everton","Wolverhampton Wanderers","0","51","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"8103","4","59260","37","Seamus Coleman","Everton","Wolverhampton Wanderers","0","51","Blocked","Dominic Calvert-Lewin","right footed shot","the box","the right","not close"
"8104","5","59260","37","Seamus Coleman","Everton","Wolverhampton Wanderers","0","38","Blocked","Ben Godfrey","right footed shot","the box","the centre","not close"
"8105","6","59260","37","Ben Godfrey","Everton","Wolverhampton Wanderers","0","38","Blocked","Lucas Digne","right footed shot","outside the box","N/A","not close"
"8106","7","59260","37","Fabio Silva","Wolverhampton Wanderers","Everton","0","30","Blocked","N/A","left footed shot","the box","the centre","not close"
"8107","8","59260","37","Seamus Coleman","Everton","Wolverhampton Wanderers","0","29","Blocked","Richarlison","right footed shot","outside the box","N/A","not close"
"8108","9","59260","37","Morgan Gibbs-White","Wolverhampton Wanderers","Everton","0","23","Blocked","Joao Moutinho","right footed shot","outside the box","N/A","not close"
"8109","10","59260","37","Willy Boly","Wolverhampton Wanderers","Everton","0","5","Blocked","Joao Moutinho","header","the box","the centre","not close"
"8110","11","59260","37","Dominic Calvert-Lewin","Everton","Wolverhampton Wanderers","0","71","Saved","Richarlison","right footed shot","the box","the right","close"
"8111","12","59260","37","Adama Traore","Wolverhampton Wanderers","Everton","0","55","Saved","N/A","right footed shot","the box","the right","close"
"8112","13","59260","37","Adama Traore","Wolverhampton Wanderers","Everton","0","32","Saved","N/A","right footed shot","the box","the centre","close"
"8113","14","59260","37","Dominic Calvert-Lewin","Everton","Wolverhampton Wanderers","0","16","Saved","Gylfi Sigurdsson","header","the six yard box","the right","close"
"8114","15","59260","37","Morgan Gibbs-White","Wolverhampton Wanderers","Everton","0","14","Saved","N/A","right footed shot","outside the box","N/A","close"
"8115","16","59260","37","Richarlison","Everton","Wolverhampton Wanderers","0","11","Saved","Allan","header","the box","the centre","close"
"8116","17","59260","37","Yerry Mina","Everton","Wolverhampton Wanderers","0","82","Miss","Gylfi Sigurdsson","header","the box","the centre","not close"
"8117","18","59260","37","Gylfi Sigurdsson","Everton","Wolverhampton Wanderers","0","77","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8118","19","59260","37","Yerry Mina","Everton","Wolverhampton Wanderers","0","54","Miss","Gylfi Sigurdsson","header","the box","the centre","not close"
"8119","20","59260","37","Joao Moutinho","Wolverhampton Wanderers","Everton","0","44","Miss","Ruben Neves","right footed shot","outside the box","N/A","not close"
"8120","21","59260","37","Dominic Calvert-Lewin","Everton","Wolverhampton Wanderers","0","38","Miss","Lucas Digne","header","the box","the centre","not close"
"8121","22","59260","37","Morgan Gibbs-White","Wolverhampton Wanderers","Everton","0","32","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8122","0","59261","37","Joe Bryan","Fulham","Manchester United","-2","76","Goal","Bobby De Cordova-Reid","header","the box","the centre","close"
"8123","1","59261","37","Edinson Cavani","Manchester United","Fulham","2","15","Goal","Bruno Fernandes","right footed shot","outside the box","N/A","close"
"8124","2","59261","37","Joe Bryan","Fulham","Manchester United","-2","90+1","Blocked","Ivan Cavaleiro","left footed shot","outside the box","N/A","not close"
"8125","3","59261","37","Mason Greenwood","Manchester United","Fulham","2","57","Blocked","Paul Pogba","right footed shot","outside the box","N/A","not close"
"8126","4","59261","37","Scott McTominay","Manchester United","Fulham","2","53","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"8127","5","59261","37","Bruno Fernandes","Manchester United","Fulham","2","80","Saved","Paul Pogba","right footed shot","outside the box","N/A","close"
"8128","6","59261","37","Mason Greenwood","Manchester United","Fulham","2","74","Saved","Edinson Cavani","left footed shot","the box","the right","close"
"8129","7","59261","37","Bruno Fernandes","Manchester United","Fulham","2","67","Saved","N/A","right footed shot","a difficult angle","the left","close"
"8130","8","59261","37","Fabio Carvalho","Fulham","Manchester United","-2","61","Saved","N/A","header","the six yard box","the left","close"
"8131","9","59261","37","Ademola Lookman","Fulham","Manchester United","-2","61","Saved","Joe Bryan","left footed shot","a difficult angle","the left","close"
"8132","10","59261","37","Bruno Fernandes","Manchester United","Fulham","2","43","Saved","N/A","right footed shot","outside the box","N/A","close"
"8133","11","59261","37","Fabio Carvalho","Fulham","Manchester United","-2","38","Saved","Ademola Lookman","right footed shot","the box","the centre","close"
"8134","12","59261","37","Andre-Frank Zambo Anguissa","Fulham","Manchester United","-2","30","Saved","Ivan Cavaleiro","header","the box","the centre","close"
"8135","13","59261","37","Bruno Fernandes","Manchester United","Fulham","2","26","Saved","Scott McTominay","right footed shot","outside the box","N/A","close"
"8136","14","59261","37","Bruno Fernandes","Manchester United","Fulham","2","74","Miss","N/A","right footed shot","the box","the right","not close"
"8137","15","59261","37","Mario Lemina","Fulham","Manchester United","-2","64","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8138","16","59261","37","Bruno Fernandes","Manchester United","Fulham","2","52","Miss","N/A","right footed shot","outside the box","N/A","close"
"8139","17","59261","37","Mario Lemina","Fulham","Manchester United","-2","47","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8140","18","59261","37","Luke Shaw","Manchester United","Fulham","2","45+2","Miss","N/A","left footed shot","outside the box","N/A","close"
"8141","19","59261","37","Mason Greenwood","Manchester United","Fulham","2","20","Miss","Aaron Wan-Bissaka","header","the box","the centre","not close"
"8142","20","59261","37","Paul Pogba","Manchester United","Fulham","2","6","Miss","Aaron Wan-Bissaka","header","the box","the centre","not close"
"8143","0","59262","37","Joe Willock","Newcastle United","Sheffield United","0","45+4","Goal","Jacob Murphy","header","very close range","N/A","close"
"8144","1","59262","37","David McGoldrick","Sheffield United","Newcastle United","0","76","Woodwork","John Fleck","right footed shot","outside the box","N/A","close"
"8145","2","59262","37","Rhian Brewster","Sheffield United","Newcastle United","0","68","Blocked","David McGoldrick","left footed shot","outside the box","N/A","not close"
"8146","3","59262","37","Jacob Murphy","Newcastle United","Sheffield United","0","26","Blocked","Matt Ritchie","right footed shot","outside the box","N/A","not close"
"8147","4","59262","37","Joelinton","Newcastle United","Sheffield United","0","15","Blocked","Allan Saint-Maximin","left footed shot","the box","the centre","not close"
"8148","5","59262","37","Joe Willock","Newcastle United","Sheffield United","0","76","Saved","Miguel Almiron","right footed shot","outside the box","N/A","close"
"8149","6","59262","37","John Egan","Sheffield United","Newcastle United","0","70","Saved","John Fleck","header","the box","the centre","close"
"8150","7","59262","37","Federico Fernandez","Newcastle United","Sheffield United","0","30","Saved","Matt Ritchie","header","the box","the centre","close"
"8151","8","59262","37","Jonjo Shelvey","Newcastle United","Sheffield United","0","27","Saved","Matt Ritchie","header","the box","the centre","close"
"8152","9","59262","37","Miguel Almiron","Newcastle United","Sheffield United","0","2","Saved","Federico Fernandez","left footed shot","outside the box","N/A","close"
"8153","10","59262","37","Oliver Norwood","Sheffield United","Newcastle United","0","90+2","Miss","David McGoldrick","right footed shot","outside the box","N/A","not close"
"8154","11","59262","37","Rhian Brewster","Sheffield United","Newcastle United","0","88","Miss","Oliver Norwood","header","the box","the centre","not close"
"8155","12","59262","37","Jonjo Shelvey","Newcastle United","Sheffield United","0","85","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8156","13","59262","37","Oliver Norwood","Sheffield United","Newcastle United","0","58","Miss","Chris Basham","right footed shot","outside the box","N/A","not close"
"8157","14","59262","37","Jack Robinson","Sheffield United","Newcastle United","0","58","Miss","John Fleck","header","the box","the centre","not close"
"8158","15","59262","37","Jayden Bogle","Sheffield United","Newcastle United","0","54","Miss","John Fleck","header","the box","the centre","not close"
"8159","16","59262","37","David McGoldrick","Sheffield United","Newcastle United","0","52","Miss","N/A","right footed shot","outside the box","N/A","close"
"8160","17","59262","37","Allan Saint-Maximin","Newcastle United","Sheffield United","0","50","Miss","Joe Willock","right footed shot","outside the box","N/A","not close"
"8161","18","59262","37","Miguel Almiron","Newcastle United","Sheffield United","0","48","Miss","Joe Willock","left footed shot","outside the box","N/A","not close"
"8162","19","59262","37","Joelinton","Newcastle United","Sheffield United","0","45+2","Miss","Jacob Murphy","header","the box","the centre","not close"
"8163","20","59262","37","Paul Dummett","Newcastle United","Sheffield United","0","36","Miss","Jonjo Shelvey","header","the box","the centre","close"
"8164","21","59262","37","Matt Ritchie","Newcastle United","Sheffield United","0","32","Miss","N/A","left footed shot","long range","the right","close"
"8165","22","59262","37","Paul Dummett","Newcastle United","Sheffield United","0","29","Miss","Jonjo Shelvey","header","the box","the centre","not close"
"8166","23","59262","37","Jonjo Shelvey","Newcastle United","Sheffield United","0","27","Miss","N/A","header","very close range","N/A","close"
"8167","24","59262","37","Jacob Murphy","Newcastle United","Sheffield United","0","15","Miss","N/A","left footed shot","outside the box","N/A","not close"
"8168","25","59262","37","David McGoldrick","Sheffield United","Newcastle United","0","11","Miss","John Egan","right footed shot","the box","the centre","not close"
"8169","26","59262","37","David McGoldrick","Sheffield United","Newcastle United","0","7","Miss","Enda Stevens","right footed shot","the box","the centre","close"
"8170","0","59263","37","Tyler Roberts","Leeds United","Southampton","-1","90+5","Goal","N/A","right footed shot","the box","the centre","close"
"8171","1","59263","37","Patrick Bamford","Leeds United","Southampton","-1","73","Goal","Rodrigo","left footed shot","the six yard box","the right","close"
"8172","2","59263","37","James Ward-Prowse","Southampton","Leeds United","1","47","Woodwork","N/A","right footed shot","outside the box","N/A","close"
"8173","3","59263","37","Nathan Redmond","Southampton","Leeds United","1","74","Blocked","Stuart Armstrong","left footed shot","outside the box","N/A","not close"
"8174","4","59263","37","James Ward-Prowse","Southampton","Leeds United","1","64","Blocked","Jack Stephens","right footed shot","outside the box","N/A","not close"
"8175","5","59263","37","Pascal Struijk","Leeds United","Southampton","-1","50","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"8176","6","59263","37","James Ward-Prowse","Southampton","Leeds United","1","40","Blocked","N/A","right footed shot","outside the box","N/A","not close"
